"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-20",,,,,,,"0.00",",,7,1800","0.0",",,7,","63.0",",,7,1800","51",",,7","26",",,7","47",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-21",,,,,,,"0.00",",,7,1800","0.0",",,7,","63.0",",,7,1800","47",",,7","26",",,7","43",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-22",,,,,,,"0.93",",,7,1800","10.0",",,7,","73.0",",,7,1800","44",",,7","19",",,7","19",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-23",,,,,,,"0.58",",,7,1800","4.0",",,7,","77.0",",,7,1800","23",",,7","17",",,7","22",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-24",,,,,,,"0.00",",,7,1800","0.0",",,7,","74.0",",,7,1800","32",",,7","17",",,7","30",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-25",,,,,,,"0.11",",,7,1800","1.5",",,7,","74.0",",,7,1800","30",",,7","18",",,7","22",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-26",,,,,,,"0.00","T,,7,1800","0.0","T,,7,","71.0",",,7,1800","32",",,7","13",",,7","25",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-27",,,,,,,"0.00",",,7,1800","0.0",",,7,","71.0",",,7,1800","39",",,7","16",",,7","38",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-28",,,,,,,"0.62",",,7,1800","6.0",",,7,","77.0",",,7,1800","39",",,7","16",",,7","29",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-29",,,,,,,"0.97",",,7,1800","6.0",",,7,","83.0",",,7,1800","31",",,7","21",",,7","25",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-30",,,,,,,"0.01",",,7,1800","1.0",",,7,","83.0",",,7,1800","28",",,7","15",",,7","25",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-03-31",,,,,,,"0.17",",,7,1800","2.0",",,7,","79.0",",,7,1800","30",",,7","15",",,7","27",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-01",,,,,,,"0.00",",,7,1800","0.0",",,7,","78.0",",,7,1800","41",",,7","16",",,7","37",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-02",,,,,,,"0.00",",,7,1800","0.0",",,7,","70.0",",,7,1800","44",",,7","22",",,7","40",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-03",,,,,,,"0.00",",,7,1800","0.0",",,7,","67.0",",,7,1800","49",",,7","22",",,7","46",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-04",,,,,,,"0.00",",,7,1800","0.0",",,7,","65.0",",,7,1800","50",",,7","32",",,7","40",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-05",,,,,,,"0.00",",,7,1800","0.0",",,7,","63.0",",,7,1800","40",",,7","25",",,7","38",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-06",,,,,,,"0.00",",,7,1800","0.0",",,7,","62.0",",,7,1800","46",",,7","22",",,7","45",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-07",,,,,,,"0.00",",,7,1800","0.0",",,7,","60.0",",,7,1800","55",",,7","32",",,7","51",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-08",,,,,,,"0.00",",,7,1800","0.0",",,7,","56.0",",,7,1800","57",",,7","35",",,7","55",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-09",,,,,,,"0.02",",,7,1800","0.0",",,7,","55.0",",,7,1800","55",",,7","37",",,7","42",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-10",,,,,,,"0.00",",,7,1800","0.0",",,7,","51.0",",,7,1800","47",",,7","35",",,7","45",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-11",,,,,,,"0.00",",,7,1800","0.0",",,7,","48.0",",,7,1800","47",",,7","30",",,7","43",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-12",,,,,,,"0.00",",,7,1800","0.0",",,7,","45.0",",,7,1800","51",",,7","31",",,7","45",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-13",,,,,,,"0.12",",,7,1800","0.0",",,7,",,,"45",",,7","34",",,7","38",",,7,1800","    1",",,7",,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-14",,,,,,,"1.30",",,7,1800","4.0",",,7,","49.0",",,7,1800","40",",,7","24",",,7","24",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-15",,,,,,,"0.26",",,7,1800","2.5",",,7,","50.0",",,7,1800","28",",,7","14",",,7","23",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-16",,,,,,,"0.00",",,7,1800","0.0",",,7,","47.0",",,7,1800","33",",,7","23",",,7","33",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-17",,,,,,,"0.00",",,7,1800","0.0",",,7,","46.0",",,7,1800","37",",,7","22",",,7","33",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-18",,,,,,,"0.00",",,7,1800","0.0",",,7,","42.0",",,7,1800","39",",,7","24",",,7","35",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-19",,,,,,,"0.00",",,7,1800","0.0",",,7,","42.0",",,7,1800","45",",,7","26",",,7","43",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-20",,,,,,,"0.02",",,7,1800","0.0",",,7,","38.0",",,7,1800","53",",,7","32",",,7","52",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-21",,,,,,,"0.00",",,7,1800","0.0",",,7,","36.0",",,7,1800","60",",,7","36",",,7","60",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-22",,,,,,,"0.00",",,7,1800","0.0",",,7,",,,"60",",,7","40",",,7","54",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-23",,,,,,,"0.20",",,7,1800","1.0",",,7,","35.0",",,7,1800","55",",,7","27",",,7","27",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-24",,,,,,,"1.61",",,7,1800","10.0",",,7,","43.0",",,7,1800","36",",,7","27",",,7","35",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-25",,,,,,,"0.44",",,7,1800","2.5",",,7,","43.0",",,7,1800","38",",,7","28",",,7","33",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-26",,,,,,,"0.59",",,7,1800","4.0",",,7,","47.0",",,7,1800","33",",,7","26",",,7","30",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-27",,,,,,,"1.52",",,7,1800","11.0",",,7,","53.0",",,7,1800","37",",,7","28",",,7","35",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-28",,,,,,,"0.00","T,,7,1800","0.0","T,,7,","50.0",",,7,1800","41",",,7","30",",,7","34",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-29",,,,,,,"0.00","T,,7,1800","0.0","T,,7,","50.0",",,7,1800","36",",,7","27",",,7","34",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-04-30",,,,,,,"0.00","T,,7,1800","0.0","T,,7,","50.0",",,7,1800","38",",,7","24",",,7","36",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-01",,,,,,,"0.00",",,7,1800","0.0",",,7,","48.0",",,7,1800","45",",,7","25",",,7","40",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-02",,,,,,,"0.00",",,7,1800","0.0",",,7,","46.0",",,7,1800","48",",,7","28",",,7","44",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-03",,,,,,,"0.00",",,7,1800","0.0",",,7,","43.0",",,7,1800","54",",,7","30",",,7","53",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-04",,,,,,,"0.00",",,7,1800","0.0",",,7,","40.0",",,7,1800","60",",,7","38",",,7","58",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-05",,,,,,,"0.00",",,7,1800","0.0",",,7,","38.0",",,7,1800","60",",,7","42",",,7","55",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-06",,,,,,,"0.36",",,7,1800","0.0",",,7,","35.0",",,7,1800","56",",,7","36",",,7","38",",,7,1800",,,,,,,"    1",",,7",,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-07",,,,,,,"0.13",",,7,1800","0.0","T,,7,","35.0",",,7,1800","42",",,7","32",",,7","33",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-08",,,,,,,"0.34",",,7,1800","0.5",",,7,","35.0",",,7,1800","36",",,7","32",",,7","36",",,7,1800",,,"    1",",,7",,,"    1",",,7",,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-09",,,,,,,"0.70",",,7,1800","0.0","T,,7,","32.0",",,7,1800","50",",,7","35",",,7","38",",,7,1800",,,"    1",",,7",,,"    1",",,7",,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-10",,,,,,,"0.32",",,7,1800","0.0",",,7,","31.0",",,7,1800","38",",,7","23",",,7","34",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-11",,,,,,,"0.00",",,7,1800","0.0",",,7,","31.0",",,7,1800","42",",,7","25",",,7","42",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-12",,,,,,,"0.00",",,7,1800","0.0",",,7,","28.0",",,7,1800","55",",,7","28",",,7","54",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-13",,,,,,,"0.00",",,7,1800","0.0",",,7,","24.0",",,7,1800","63",",,7","38",",,7","61",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-14",,,,,,,"0.00",",,7,1800","0.0",",,7,","19.0",",,7,1800","64",",,7","42",",,7","60",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-15",,,,,,,"0.62",",,7,1800","0.0",",,7,","19.0",",,7,1800","60",",,7","37",",,7","44",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-16",,,,,,,"0.12",",,7,1800","0.0",",,7,","18.0",",,7,1800","45",",,7","33",",,7","40",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-17",,,,,,,"0.06",",,7,1800","0.0",",,7,","13.0",",,7,1800","47",",,7","33",",,7","42",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-18",,,,,,,"0.00",",,7,1800","0.0",",,7,","12.0",",,7,1800","54",",,7","33",",,7","51",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-19",,,,,,,"0.02",",,7,1800","0.0",",,7,","6.0",",,7,1800","57",",,7","35",",,7","55",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-20",,,,,,,"0.46",",,7,1800","0.0",",,7,","4.0",",,7,1800","56",",,7","37",",,7","46",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-21",,,,,,,"0.40",",,7,1800","2.0",",,7,","0.0",",,7,1800","49",",,7","31",",,7","39",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-22",,,,,,,"0.17",",,7,1800","0.0",",,7,","0.0",",,7,1800","39",",,7","28",",,7","37",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-23",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","49",",,7","29",",,7","47",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-24",,,,,,,"0.01",",,7,1800","0.0","T,,7,","0.0",",,7,1800","51",",,7","33",",,7","34",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-25",,,,,,,"0.04",",,7,1800","0.0",",,7,","0.0",",,7,1800","50",",,7","30",",,7","43",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-26",,,,,,,"0.20",",,7,1800","0.0",",,7,","0.0",",,7,1800","49",",,7","31",",,7","36",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-27",,,,,,,"0.16",",,7,1800","0.0","T,,7,","0.0",",,7,1800","49",",,7","32",",,7","47",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-28",,,,,,,"0.04",",,7,1800","0.0",",,7,","0.0",",,7,1800","55",",,7","33",",,7","51",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-29",,,,,,,"0.02",",,7,1800","0.0",",,7,","0.0",",,7,1800","60",",,7","37",",,7","51",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-30",,,,,,,"0.22",",,7,1800","0.0",",,7,","0.0",",,7,1800","57",",,7","35",",,7","54",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-05-31",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","57",",,7","35",",,7","55",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-01",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","62",",,7","37",",,7","60",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-02",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","68",",,7","43",",,7","64",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-03",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","65",",,7","44",",,7","63",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-04",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","70",",,7","45",",,7","68",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-05",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","75",",,7","46",",,7","71",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-06",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","76",",,7","52",",,7","67",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-07",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","70",",,7","51",",,7","66",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-08",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","72",",,7","47",",,7","70",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-09",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","75",",,7","54",",,7","72",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-10",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","72",",,7","54",",,7","69",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-11",,,,,,,"0.50",",,7,1800","0.0",",,7,","0.0",",,7,1800","69",",,7","44",",,7","45",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-12",,,,,,,"0.05",",,7,1800","0.0",",,7,","0.0",",,7,1800","63",",,7","38",",,7","54",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-13",,,,,,,"0.32",",,7,1800","0.0",",,7,","0.0",",,7,1800","57",",,7","42",",,7","47",",,7,1800",,,"    1",",,7",,,"    1",",,7",,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-14",,,,,,,"0.14",",,7,1800","0.0",",,7,","0.0",",,7,1800","64",",,7","37",",,7","60",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-15",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","68",",,7","51",",,7","67",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-16",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","67",",,7","44",",,7","57",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-17",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","69",",,7","47",",,7","67",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-18",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","71",",,7","46",",,7","70",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-19",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","71",",,7","45",",,7","70",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-20",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","79",",,7","52",",,7","78",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-21",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","78",",,7","55",",,7","71",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-22",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","77",",,7","52",",,7","75",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-23",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","77",",,7","55",",,7","72",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-24",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","72",",,7","48",",,7","67",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-25",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","67",",,7","39",",,7","61",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-26",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","72",",,7","41",",,7","58",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-27",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","79",",,7","50",",,7","77",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-28",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","79",",,7","58",",,7","72",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-29",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","75",",,7","54",",,7","63",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-06-30",,,,,,,"0.06",",,7,1800","0.0",",,7,","0.0",",,7,1800","69",",,7","49",",,7","68",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-01",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","68",",,7","47",",,7","65",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-02",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","68",",,7","46",",,7","65",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-03",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","71",",,7","46",",,7","68",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-04",,,,,,,"0.00","T,,7,1800","0.0",",,7,","0.0",",,7,1800","75",",,7","51",",,7","69",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-05",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","74",",,7","49",",,7","71",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-06",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","72",",,7","46",",,7","67",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-07",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","70",",,7","44",",,7","69",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-08",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","74",",,7","51",",,7","72",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-09",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","74",",,7","52",",,7","73",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-10",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","74",",,7","56",",,7","57",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-11",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","57",",,7","31",",,7","55",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-12",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","69",",,7","39",",,7","68",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-13",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","69",",,7","43",",,7","67",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-14",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","74",",,7","47",",,7","72",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-15",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","76",",,7","51",",,7","69",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-16",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","73",",,7","53",",,7","71",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-17",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","76",",,7","51",",,7","72",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-18",,,,,,,"0.01",",,7,1800","0.0",",,7,","0.0",",,7,1800","75",",,7","53",",,7","67",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-19",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","76",",,7","59",",,7","74",",,7,1800",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.59058","-111.63703","2654.8","2016-07-20",,,,,,,"0.00",",,7,1800","0.0",",,7,","0.0",",,7,1800","77",",,7","53",",,7","75",",,7,1800",,,,,,,,,,,,
